G-word;E-word;WdNum;VAL_Mean;VAL_SD;ARO_Mean_(ANEW);ARO_SD_(ANEW);ARO_Mean_(BAWL);ARO_SD_(BAWL);DOM_Mean;DOM_SD;POT_Mean;POT_SD;IMA_MEAN;IMA_SD;freq_Leipzig;freq_SUBTLEX;#_letters;#_syllables;word_class;N_orth;HFN;NF_MAX;F_SUM
herumfummeln;tamper;1006;0.40;1.19;6.35;1.66;3.68;0.69;6.06;1.32;4.91;1.30;3.75;2.17;0.00;0.00;12;3;V;0;0;0.00;0.00
Geschmack;taste;1007;1.13;0.92;4.10;1.29;2.73;1.04;5.75;1.66;5.35;1.58;2.75;1.77;813.00;24.57;9;2;S;0;0;0.00;0.00
Taxi;taxi;1008;0.06;0.44;3.60;1.39;2.15;0.97;5.88;1.35;4.85;1.14;6.55;1.00;394.00;50.51;4;2;S;2;0;2.67;2.67
Lehrer;teacher;1009;0.05;1.23;4.50;1.00;2.44;1.04;4.94;1.33;5.72;1.55;4.95;1.50;3286.00;52.99;6;2;S;1;0;29.17;29.17
necken;tease;1010;0.60;1.17;5.53;1.50;2.84;1.17;5.50;1.46;4.84;1.49;3.89;1.45;213.00;0.98;6;2;V;10;6;48.00;107.00
zärtlich;tender;1011;1.79;1.12;4.50;2.12;2.73;1.28;5.69;1.60;4.63;2.26;3.45;1.47;104.00;2.56;8;2;A;0;0;0.00;0.00
Thermometer;thermometer;1012;0.21;0.43;3.45;1.54;2.19;1.10;5.25;1.82;4.88;1.30;6.40;1.19;101.00;1.54;11;4;S;0;0;0.00;0.00
Gedanke;thought;1013;1.50;1.08;3.55;1.54;2.61;1.29;6.19;1.85;5.43;1.50;1.78;0.83;624.00;22.60;7;3;S;1;0;0.00;0.00
sauber;tidy;1014;1.50;0.53;4.20;1.58;2.06;0.80;5.94;1.32;4.75;1.51;4.67;1.66;675.00;67.21;6;3;A;2;0;7.33;8.33
Werkzeug;tool;1015;0.43;1.02;3.90;1.33;2.15;1.12;6.56;1.67;4.98;1.48;6.10;0.79;235.00;9.25;8;2;S;0;0;0.00;0.00
Turm;tower;1016;0.27;1.03;3.60;1.54;2.64;1.09;4.88;1.83;6.00;2.02;5.64;1.14;710.00;12.64;4;1;S;3;0;4.33;6.00
Spielzeug;toy;1017;1.20;0.86;3.55;1.64;2.77;1.07;6.13;1.84;3.98;1.51;6.25;0.91;334.00;14.53;9;2;S;0;0;0.00;0.00
reisen;travel;1018;2.24;0.78;5.05;2.16;3.05;1.61;6.44;1.23;5.16;1.37;5.81;1.10;1142.00;32.64;6;2;V;9;2;139.17;302.83
Einladung;treat;1019;1.65;1.10;4.95;1.54;2.60;1.28;5.94;1.28;4.96;1.37;4.31;1.87;1000.00;18.31;9;3;S;0;0;0.00;0.00
Gepäckträger;trunk;1020;0.29;0.47;4.10;1.83;2.08;1.06;6.00;1.82;4.44;1.23;6.45;0.89;23.00;1.34;12;4;S;0;0;0.00;0.00
Abenddämmerung;twilight;1022;1.60;0.99;3.90;2.20;2.31;1.29;4.63;1.59;5.00;2.05;6.00;1.41;31.00;0.79;14;5;S;0;0;0.00;0.00
Einheit;unit;1023;1.18;1.45;4.25;2.02;2.24;1.03;5.69;1.05;5.23;1.62;3.96;2.01;2265.00;29.37;7;2;S;0;0;0.00;0.00
Gerät;utensil;1024;0.29;0.61;3.95;1.79;2.36;1.01;5.81;1.87;4.96;1.10;5.08;1.53;1085.00;31.46;5;2;S;0;0;0.00;0.00
Vagina;vagina;1025;0.60;1.64;6.05;1.96;3.85;0.97;5.38;1.14;5.88;1.94;5.95;1.67;30.00;5.20;6;3;S;1;0;0.00;0.00
Weste;vest;1026;-0.09;0.97;3.00;1.38;1.91;0.75;5.81;1.89;4.05;1.36;4.95;1.43;153.00;7.40;5;2;S;5;0;17.17;53.17
Jungfrau;virgin;1027;0.30;0.48;4.75;1.92;2.29;1.05;5.88;1.21;3.01;1.49;3.67;1.66;143.00;17.60;8;2;S;0;0;0.00;0.00
Seereise;voyage;1028;1.50;0.53;4.90;1.80;2.61;1.33;5.19;1.66;5.27;1.56;5.11;1.45;596.00;0.31;8;2;S;0;0;0.00;0.00
Wagen;wagon;1029;1.06;0.95;3.90;2.17;2.11;1.02;5.25;1.62;5.48;1.56;5.71;1.49;2912.00;194.38;5;2;S;13;11;2026.50;2423.00
Pfeife;whistle;1030;0.40;0.88;3.80;1.54;2.45;1.43;5.19;1.71;4.00;1.47;5.50;1.57;102.00;10.12;6;2;S;0;0;0.00;0.00
Ehefrau;wife;1031;1.27;1.10;4.80;1.96;2.50;1.07;5.19;0.72;6.04;1.72;4.81;1.60;1466.00;14.13;7;3;S;0;0;0.00;0.00
Windmühle;windmill;1032;1.16;0.90;3.25;1.62;2.04;0.89;4.94;1.50;5.10;1.73;6.55;0.83;235.00;0.87;9;2;S;0;0;0.00;0.00
zwinkern;wink;1033;0.79;1.48;4.85;1.98;2.85;1.05;5.94;1.38;5.10;2.18;5.25;1.45;4.00;0.00;8;2;V;0;0;0.00;0.00
Wunsch;wish;1034;1.60;0.52;4.80;1.88;2.45;1.23;5.44;1.96;5.35;1.82;2.56;1.24;2808.00;40.12;6;1;S;1;0;0.00;0.00
Einfallsreichtum;wit;1035;1.87;0.52;5.15;1.95;3.00;1.17;5.88;1.28;5.78;1.39;2.30;1.59;69.00;0.63;16;4;S;0;0;0.00;0.00
Schriftsteller;writer;1036;1.13;1.13;3.85;1.66;2.12;0.82;4.94;1.63;5.30;1.36;4.75;1.52;1697.00;9.49;14;3;S;0;0;0.00;0.00
Yacht;yacht;1037;1.00;1.25;3.80;1.91;2.58;1.17;4.94;1.57;4.93;1.83;6.44;0.73;142.00;2.80;5;1;S;6;4;173.50;344.33
jung;young;1038;1.13;1.19;5.00;1.86;2.69;1.09;5.44;1.32;5.44;2.20;4.38;1.40;833.00;64.61;4;1;A;2;0;262.33;263.00
Jugend;youth;1039;1.55;0.76;4.37;2.22;3.29;0.85;5.56;1.50;5.30;1.62;4.75;1.67;2035.00;16.97;6;2;S;1;0;12.67;12.67
Elan;zest;1040;1.92;0.86;5.45;1.85;3.04;1.24;6.06;1.69;7.18;1.66;3.10;1.55;5284.00;0.98;4;1;S;5;1;203.67;206.00
